Tamper ID,Tamper Category,Relation / Component,Artifact / Fixture,Mutation,Expected Rejection Layer,Observed Rejection Layer,Expected Result,Observed Result,Status,Error Class,Error Message Snippet,Backend,SP1 Proof Backed,Proof Generated For Original,Tampered Proof Generated,Tampered Verify Passed,Public Input Binding Checked,Dataset Root Checked,Manifest Hash Checked,Audit Report Hash Checked,Checkpoint Hash Checked,Target Sync Checked,Runtime Seconds,Git Commit,Notes
tamper_dataset_root,dataset_root,dataset_commitment,dataset_commitment,modify merkle_tree.json dataset_root,dataset_commitment_verify,dataset_commitment_verify,reject,rejected,rejected_as_expected,DatasetCommitmentError,dataset_root mismatch between rebuilt tree and merkle_tree.json,Python semantic oracle,False,,,,False,True,False,False,False,False,0.002473,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_done_before_commit,done,dataset_provenance,dataset_provenance,flip terminated flag before commitment,dataset_audit,dataset_audit,reject,rejected,rejected_as_expected,ValueError,ValueError: raw_trajectory_hash does not match raw_episodes.jsonl,Python semantic oracle,False,,,,False,False,False,False,False,False,0.002368,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_fragment_config_hash_k1,manifest_hash,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change config/provenance hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,provenance witness mismatch,SP1 training fragment,True,True,False,False,False,False,True,False,False,False,0.000162,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_config_hash_k4,manifest_hash,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change config/provenance hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,provenance witness mismatch,SP1 training fragment,True,True,False,False,False,False,True,False,False,False,0.000167,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_config_hash_k8,manifest_hash,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change config/provenance hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,provenance witness mismatch,SP1 training fragment,True,True,False,False,False,False,True,False,False,False,0.000167,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_final_checkpoint_hash_k1,checkpoint_hash,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change final checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,final_checkpoint_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,True,False,0.00017,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_final_checkpoint_hash_k4,checkpoint_hash,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change final checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,final_checkpoint_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,True,False,0.000165,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_final_checkpoint_hash_k8,checkpoint_hash,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change final checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,final_checkpoint_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,True,False,0.00019,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_global_step_k1,minibatch_index,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change sampler/global step basis,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,deterministic sample index mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000163,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_global_step_k4,minibatch_index,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change sampler/global step basis,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,deterministic sample index mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000203,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_global_step_k8,minibatch_index,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change sampler/global step basis,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,deterministic sample index mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000167,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_gradient_k1,gradient,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change gradient tensor,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,intermediates mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000171,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_gradient_k4,gradient,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change gradient tensor,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,intermediates mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000215,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_gradient_k8,gradient,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change gradient tensor,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,intermediates mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000165,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_intermediate_checkpoint_hash_k1,checkpoint_hash,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change intermediate checkpoint hash,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,checkpoint_hash_after mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,True,False,0.000164,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_intermediate_checkpoint_hash_k4,checkpoint_hash,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change intermediate checkpoint hash,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,checkpoint_hash_after mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,True,False,0.000169,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_intermediate_checkpoint_hash_k8,checkpoint_hash,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change intermediate checkpoint hash,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,checkpoint_hash_after mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,True,False,0.000168,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_merkle_path_k1,merkle_path,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change step Merkle path,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root mismatch,SP1 training fragment,True,True,False,False,False,True,False,False,False,False,0.000181,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_merkle_path_k4,merkle_path,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change step Merkle path,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root mismatch,SP1 training fragment,True,True,False,False,False,True,False,False,False,False,0.000162,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_merkle_path_k8,merkle_path,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change step Merkle path,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root mismatch,SP1 training fragment,True,True,False,False,False,True,False,False,False,False,0.000162,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_minibatch_index_k1,minibatch_index,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change deterministic minibatch index,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,deterministic sample index mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000164,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_minibatch_index_k4,minibatch_index,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change deterministic minibatch index,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,deterministic sample index mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000168,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_minibatch_index_k8,minibatch_index,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change deterministic minibatch index,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,deterministic sample index mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000174,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_public_input_final_checkpoint_k1,proof_public_input,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change public final checkpoint,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,final_checkpoint_hash mismatch,SP1 training fragment,True,True,False,False,True,False,False,False,True,False,0.000163,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_public_input_final_checkpoint_k4,proof_public_input,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change public final checkpoint,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,final_checkpoint_hash mismatch,SP1 training fragment,True,True,False,False,True,False,False,False,True,False,0.000173,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_public_input_final_checkpoint_k8,proof_public_input,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change public final checkpoint,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,final_checkpoint_hash mismatch,SP1 training fragment,True,True,False,False,True,False,False,False,True,False,0.00017,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_action_k1,action,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change step action,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000184,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_action_k4,action,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change step action,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000164,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_action_k8,action,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change step action,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000181,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_done_k1,done,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,flip step done flag,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000165,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_done_k4,done,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,flip step done flag,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000166,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_done_k8,done,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,flip step done flag,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000178,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_next_state_k1,next_state,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change step next_state,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000171,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_next_state_k4,next_state,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change step next_state,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000172,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_next_state_k8,next_state,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change step next_state,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000164,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_order_k1,minibatch_index,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,swap/change step order,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,step_id mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000168,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_order_k4,minibatch_index,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,swap/change step order,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,step_id mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000167,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_order_k8,minibatch_index,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,swap/change step order,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,step_id mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000159,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_reward_k1,reward,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change step reward,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000176,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_reward_k4,reward,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change step reward,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000195,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_step_reward_k8,reward,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change step reward,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,leaf_hash mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,False,0.000165,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_target_network_sync_k1,target_network_sync,training_fragment_k1,zk_backend/test_vectors/training_fragment_k1_case_0.json,change target-network sync event,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,intermediates mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,True,0.00019,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_target_network_sync_k4,target_network_sync,training_fragment_k4,zk_backend/test_vectors/training_fragment_k4_case_0.json,change target-network sync event,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,intermediates mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,True,0.000164,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_fragment_target_network_sync_k8,target_network_sync,training_fragment_k8,zk_backend/test_vectors/training_fragment_k8_case_0.json,change target-network sync event,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,intermediates mismatch,SP1 training fragment,True,True,False,False,False,False,False,False,False,True,0.000165,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_manifest_hash,manifest_hash,dataset_commitment,dataset_commitment,modify dataset_manifest.json after commitment,dataset_commitment_verify,dataset_commitment_verify,reject,rejected,rejected_as_expected,DatasetCommitmentError,manifest_hash mismatch for normalized dataset_manifest.json,Python semantic oracle,False,,,,False,False,True,False,False,False,0.002421,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_audit_report_hash_public_input_canonical,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_case_0.json,change audit report hash public input,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,,,SP1 Merkle membership,True,True,False,False,True,True,False,True,False,False,0.000126,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_merkle_audit_report_hash_public_input_dataset_100k,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_100k_case_0.json,change audit report hash public input,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,,,SP1 Merkle membership,True,True,False,False,True,True,False,True,False,False,0.000356,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,public input binding checked by comparing mutated public inputs to original
tamper_merkle_audit_report_hash_public_input_dataset_10k,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_10k_case_0.json,change audit report hash public input,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,,,SP1 Merkle membership,True,True,False,False,True,True,False,True,False,False,0.000352,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,public input binding checked by comparing mutated public inputs to original
tamper_merkle_audit_report_hash_public_input_dataset_1k,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_1k_case_0.json,change audit report hash public input,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,,,SP1 Merkle membership,True,True,False,False,True,True,False,True,False,False,0.000363,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,public input binding checked by comparing mutated public inputs to original
tamper_merkle_dataset_size_public_input_canonical,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_case_0.json,change size/index-bound public statement,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,path_current_index_mismatch,SP1 Merkle membership,True,True,False,False,True,True,False,False,False,False,0.000125,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_merkle_dataset_size_public_input_dataset_100k,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_100k_case_0.json,change size/index-bound public statement,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,path_current_index_mismatch,SP1 Merkle membership,True,True,False,False,True,True,False,False,False,False,0.000339,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,public input binding checked by comparing mutated public inputs to original
tamper_merkle_dataset_size_public_input_dataset_10k,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_10k_case_0.json,change size/index-bound public statement,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,path_current_index_mismatch,SP1 Merkle membership,True,True,False,False,True,True,False,False,False,False,0.000355,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,public input binding checked by comparing mutated public inputs to original
tamper_merkle_dataset_size_public_input_dataset_1k,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_1k_case_0.json,change size/index-bound public statement,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,path_current_index_mismatch,SP1 Merkle membership,True,True,False,False,True,True,False,False,False,False,0.000362,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,public input binding checked by comparing mutated public inputs to original
tamper_merkle_depth_canonical,merkle_path,merkle_membership,zk_backend/test_vectors/merkle_membership_case_0.json,alter path so depth/root recomputation fails,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,dataset_root_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000127,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_merkle_depth_dataset_100k,merkle_path,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_100k_case_0.json,alter path so depth/root recomputation fails,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.00035,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_depth_dataset_10k,merkle_path,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_10k_case_0.json,alter path so depth/root recomputation fails,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000358,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_depth_dataset_1k,merkle_path,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_1k_case_0.json,alter path so depth/root recomputation fails,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000358,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_leaf,merkle_path,dataset_commitment,dataset_commitment,modify merkle_tree.json leaf_hashes,dataset_commitment_verify,dataset_commitment_verify,reject,rejected,rejected_as_expected,DatasetCommitmentError,leaf_hashes mismatch between raw transitions and merkle_tree.json,Python semantic oracle,False,,,,False,True,False,False,False,False,0.002371,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_leaf_hash_canonical,merkle_leaf,merkle_membership,zk_backend/test_vectors/merkle_membership_case_0.json,change public leaf hash,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,canonical_transition_hash_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000131,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_merkle_leaf_hash_dataset_100k,merkle_leaf,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_100k_case_0.json,change public leaf hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,canonical_transition_hash_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000361,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_leaf_hash_dataset_10k,merkle_leaf,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_10k_case_0.json,change public leaf hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,canonical_transition_hash_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000351,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_leaf_hash_dataset_1k,merkle_leaf,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_1k_case_0.json,change public leaf hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,canonical_transition_hash_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000366,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_leaf_index_canonical,minibatch_index,merkle_membership,zk_backend/test_vectors/merkle_membership_case_0.json,change leaf index,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,path_current_index_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.00016,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_merkle_leaf_index_dataset_100k,minibatch_index,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_100k_case_0.json,change leaf index,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,path_current_index_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000417,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_leaf_index_dataset_10k,minibatch_index,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_10k_case_0.json,change leaf index,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,path_current_index_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000522,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_leaf_index_dataset_1k,minibatch_index,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_1k_case_0.json,change leaf index,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,path_current_index_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.00043,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,
tamper_merkle_manifest_hash_public_input_canonical,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_case_0.json,change manifest hash public input,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,,,SP1 Merkle membership,True,True,False,False,True,True,True,False,False,False,0.000125,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,reused existing SP1 provenance tamper_report.json
tamper_merkle_manifest_hash_public_input_dataset_100k,proof_public_input,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_100k_case_0.json,change manifest hash public input,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,,,SP1 Merkle membership,True,True,False,False,True,True,True,False,False,False,0.000393,544cd292fc3e1f7b5107cd040f04f2f6df771bc0,public input binding checked by comparing mutated public inputs to original
